
0,0.00,0.00,13.62,71.41,16.25,0,10/23/20 18:47:23.005370,0.00,0
0,0.00,0.00,13.62,71.35,16.41,0,10/23/20 18:47:23.059265,0.00,0
0,0.00,0.00,13.62,71.33,16.41,0,10/23/20 18:47:23.112761,0.00,0
0,0.00,0.00,13.62,71.35,16.57,0,10/23/20 18:47:23.165929,0.00,0
0,0.00,0.00,13.62,71.33,16.57,0,10/23/20 18:47:23.219471,0.00,0
0,0.00,0.00,13.62,71.39,16.41,0,10/23/20 18:47:23.272651,0.00,0
0,0.00,0.00,13.62,71.37,16.57,0,10/23/20 18:47:23.325879,0.00,0
0,0.00,0.00,13.62,71.35,16.41,0,10/23/20 18:47:23.379266,0.00,0
0,0.00,0.00,13.62,71.37,16.41,0,10/23/20 18:47:23.432704,0.00,0
0,0.00,0.00,13.56,71.35,16.57,0,10/23/20 18:47:23.485834,0.00,0
0,0.00,0.00,13.62,71.31,16.57,0,10/23/20 18:47:23.539381,0.00,0
0,0.00,13.40,13.62,71.31,16.57,0,10/23/20 18:47:23.592878,0.00,0
0,0.00,13.45,13.62,71.27,16.57,0,10/23/20 18:47:23.646521,0.00,0
0,0.00,13.42,13.62,71.25,16.57,0,10/23/20 18:47:23.699832,0.00,0
0,0.00,13.45,13.62,71.31,16.57,0,10/23/20 18:47:23.753384,0.00,0
0,0.00,13.42,13.62,71.31,16.57,0,10/23/20 18:47:23.806966,0.00,0
0,0.00,13.40,13.68,71.35,16.57,0,10/23/20 18:47:23.861738,0.00,0
0,0.00,13.42,13.62,71.39,16.57,0,10/23/20 18:47:23.915259,0.00,0
0,0.00,13.45,13.62,71.39,16.57,0,10/23/20 18:47:23.968828,0.00,0
0,0.00,13.40,13.62,71.43,16.41,0,10/23/20 18:47:24.022356,0.00,0
0,0.00,13.45,13.62,71.43,16.57,0,10/23/20 18:47:24.075809,0.00,0
0,0.00,13.42,13.62,71.43,16.57,0,10/23/20 18:47:24.129379,0.00,0
0,0.00,13.45,13.62,71.41,16.57,0,10/23/20 18:47:24.182949,0.00,0
0,0.00,13.45,13.62,71.39,16.73,0,10/23/20 18:47:24.236209,0.00,0
0,0.00,13.42,13.62,71.37,16.41,0,10/23/20 18:47:24.289747,0.00,0
0,0.00,13.45,13.62,71.37,16.73,0,10/23/20 18:47:24.343211,0.00,0
0,0.00,13.40,13.62,71.37,16.41,0,10/23/20 18:47:24.396978,0.00,0
0,0.00,13.42,13.62,71.39,16.57,0,10/23/20 18:47:24.450626,0.00,0
0,0.00,13.45,13.62,71.39,16.57,0,10/23/20 18:47:24.504035,0.00,0
