0,0,0.00,11.27,0.00,159.41,13.35,0,10/26/20 17:23:54.010464,0.00,0
299,1,0.00,11.15,10.32,159.44,13.03,0,10/26/20 17:23:54.070854,0.00,101
299,1,0.00,11.33,10.32,159.46,13.35,0,10/26/20 17:23:54.125230,0.00,101
297,1,0.00,10.53,10.27,161.12,7.56,0,10/26/20 17:23:54.179393,0.00,101
297,1,0.00,10.47,10.27,162.87,7.40,0,10/26/20 17:23:54.233592,0.00,101
289,1,0.00,10.53,8.98,165.49,7.56,0,10/26/20 17:23:54.287697,0.00,101
388,1,0.00,11.21,8.98,167.10,8.53,0,10/26/20 17:23:54.341895,0.00,101
1384,1,0.00,12.38,9.03,167.12,14.80,1,10/26/20 17:23:54.396290,0.00,101
1384,1,0.00,12.32,9.03,165.39,11.58,1,10/26/20 17:23:54.450433,0.00,101
2259,3505,0.00,12.45,11.13,162.98,14.32,1,10/26/20 17:23:54.504531,0.00,101
2406,3370,0.00,12.51,11.51,161.58,14.96,1,10/26/20 17:23:54.558739,0.00,101
2314,3219,0.00,12.51,11.45,160.13,14.00,1,10/26/20 17:23:54.612991,0.00,100
2288,2802,0.00,12.57,11.51,160.15,14.96,1,10/26/20 17:23:54.667093,0.00,100
2288,2502,0.05,13.31,11.51,160.54,14.96,1,10/26/20 17:23:54.721320,0.00,100
2206,2290,0.05,13.38,12.53,160.47,17.06,1,10/26/20 17:23:54.775528,0.00,99
2160,2246,0.05,13.31,12.53,160.68,18.18,1,10/26/20 17:23:54.829746,0.00,98
2182,2214,0.05,13.13,12.63,161.12,20.44,1,10/26/20 17:23:54.883820,0.00,98
2129,2183,0.05,13.38,12.63,160.91,22.85,1,10/26/20 17:23:54.937956,0.00,97
2109,2152,0.05,13.38,12.63,160.87,25.75,1,10/26/20 17:23:54.992138,0.00,97
2067,2127,0.05,13.44,12.63,160.94,27.52,1,10/26/20 17:23:55.046374,0.00,97
2050,2121,0.05,13.50,12.63,160.70,28.48,1,10/26/20 17:23:55.100398,0.00,96
1979,2086,0.05,13.56,12.63,160.75,28.16,1,10/26/20 17:23:55.154461,0.00,96
